outer_target_code	source_regime_id	model_kind	support_budget_percent	normalized_antibiotic	fold_count	observations_mean_across_folds	rmse_mean_across_folds	rmse_sd_across_folds	mae_mean_across_folds	mae_sd_across_folds	r2_mean_across_folds	r2_sd_across_folds	pearson_mean_across_folds	pearson_sd_across_folds	spearman_mean_across_folds	spearman_sd_across_folds	one_tier_accuracy_mean_across_folds	one_tier_accuracy_sd_across_folds
ec		target_only_scratch	1	chloramphenicol	5	568.6	1.6492577681322378	0.11043880843331377	1.3795880243056833	0.10963005327544166	-1.698979152887344	0.26608870393525175	0.23373090564072138	0.05972590251801469	0.24905463272280232	0.059326724488801254	0.3839899089911466	0.04600119524139394
ec		target_only_scratch	1	ciprofloxacin	5	1293.4	3.470983750140011	0.1905755964345632	2.5385759595712387	0.1668741826531563	0.22640697334970952	0.09360419744676529	0.5957060268790701	0.08051189586190133	0.620261315434864	0.07266170688307261	0.3107499542776405	0.03819937204565304
ec		target_only_scratch	1	imipenem	5	843.8	1.888343044993763	0.12734914690560162	1.5135917756462316	0.10848021843580156	-0.8492498862857774	0.2893684088868768	0.30125997407587346	0.050326336703225505	0.2978786018940588	0.05359619591674864	0.38097575236264075	0.03266827206645125
ec		target_only_scratch	1	levofloxacin	5	547.6	1.9665399736065499	0.07394674856340423	1.531549065426577	0.08461012599709528	0.2865197269418144	0.050072186958010176	0.5993408307109915	0.052064029844100156	0.5540507625113524	0.042172838981147556	0.40348089832351236	0.04090525967710167
ec		target_only_scratch	1	meropenem	5	1076.0	2.371343297273382	0.13312534178247096	1.9054810837787417	0.1079394422188847	-0.27315566123107626	0.1479144031382528	0.28485910569586104	0.06231584180250324	0.24558791332190935	0.06754000600692006	0.2933085501858736	0.025394602321752637
ec		target_only_scratch	1	minocycline	5	685.0	1.9400709571745203	0.0855721233612192	1.5205946256039578	0.08900279294869927	-1.212055264424474	0.14059471838288465	0.23213744682989285	0.047658619791761454	0.26072685001462037	0.058460471839879145	0.4426263496269847	0.04089828465775667
ec		target_only_scratch	1	tetracycline	5	411.4	3.142240179604971	0.2353400360014355	2.3784820975195244	0.19211207141509132	-0.1799589972338688	0.1646073205390253	0.4620268209635624	0.07162862894904902	0.45701640599082244	0.08531320026923311	0.32589705430751426	0.04062099311058578
ec		target_only_scratch	1	tigecycline	5	746.8	1.9784816617965262	0.17190393799934356	1.6145619671270537	0.1280013470324251	-6.4300955179609645	1.279505449290905	0.146676967740098	0.05769487514491028	0.195966829036825	0.05960414502877146	0.3820804815927397	0.027223197885542203
ec		target_only_scratch	1	tobramycin	5	603.8	1.8260553734657123	0.06428047524981934	1.4852375006282816	0.04330278192071578	-0.47966903476511147	0.23019842460851242	0.31288426592146407	0.06921021277293701	0.2608993580393276	0.07450119366158955	0.4099518208131074	0.03197027507321118
ec		target_only_scratch	5	amikacin	5	848.4	1.3750916287088184	0.10342557781034802	1.1012637572161694	0.11091197355544023	-1.398800818932217	0.40637343536907006	0.2528181624872527	0.047099678044361076	0.2410776477343263	0.0485921760593786	0.535366154039899	0.059004676830955116
ec		target_only_scratch	5	ampicillin	5	343.0	2.371494378377292	0.12158277120508836	1.7671214392164356	0.061939671587400685	0.12885455294536957	0.05005101448300674	0.4393306425336106	0.01906146859679882	0.43224230545853215	0.01477393500872898	0.3634596695821185	0.024633220321936964
ec		target_only_scratch	5	aztreonam	5	556.4	1.698926683492941	0.10575347043068255	1.3076862316320401	0.06500471882145928	0.28032344302982715	0.09387839144298388	0.5943195729150615	0.04744489324254355	0.5801093523917908	0.05321852199520783	0.48753880625908314	0.018846282919006706
